We don't have infected patients  so much in Japan  Japanese people  take a bath every day and we soak and warm ourselves up in the bath tab.  Virus is very weak in the hot and humid air. So I think  taking  a bath and relaxing are effective  coronavirus prevention.,1
COVID19 FAQs: Will taking hot baths prevent Corona Virus?Response: Taking a hot bath will NOT prevent coronavirus. Your body temperature will remain between 36 to 37°C. Taking a bath with extremely hot water is harmful and will burn  ,0
Myth busters- Part 3  Taking a hot bath does not prevent the new coronavirus disease   #StayAtHomeSaveLives ,0
Q: Does taking a hot bath prevent the new #coronavirus disease?  A: Taking a hot bath will not prevent you from catching #COVID19. Your normal body temperature remains around 36 to 37C regardless of the temperature of your bath or shower. ,0
Today alone I've heard more than 10 different stories of how to overcome coronavirus:  1. Check inside your Bible anything you see inside take it and swallow.  2. Bath with hot water as regular as possible (5-10 times).  3. Apply enough pepper in any of your meals regularly  ,0
#COVID-19 myth busters! Taking a hot bath DOES NOT prevent the new #coronavirus disease #coronavirusmyths #stayintheknow ,0
Taking a hot bath DOES NOT prevent the coronavirus   Hand dryers are NOT effective in killing the coronavirus   Ultraviolet light SHOULD NOT be used for sterilization and can cause skin irritation,0
 *Red* the sun kills the coronavirus virus within a few minutes. The virus likes darkness and cold weather and lives much longer in the dark and cold. The implication is a mask actually has a negative influence especially when being outdoors where light can do its job. What's true?,1
    Just hopeful it does as I dont think any other force can slow it down. And there is evidence that coronavirus do slow down in hot and humid climates,0
The coronavirus *CAN* be transmitted in areas with hot and humid climates,0
#COVID19 Facts:   #Coronavirus can be transmitted in hot and humid climates  Vaccines against pneumonia do not provide protection against the new coronavirus  It CANNOT be transmitted through mosquito bites.  More #COVID19 myths debunked here:  -  ,0
   \  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   Spraying alcohol or chlorine all over your body WILL NOT kill viruses that have already entered your body  ,0
WHO : FACT The new coronavirus can be transmitted in areas with hot and humid climates. cto ,0
  Let's remove myths together  One by one )  Can Covid-19 virus can be transmitted in areas with hot and humid climates ?   From the evidence so far the COVID-19 virus can be transmitted in ALL AREAS including areas with hot and humid weather. ,0
Holding your breath for 10 seconds is not a test for coronavirus and gargling water for 15 seconds is not a cure  this is the kind of false advice we have seen coming from sources claiming to be medical experts. ,0
Consumers Beware; Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.     #KnowTheFacts    #COVID19Kenya ,0
Claim: If you can hold your breath for 10 sec without discomfort you dont have COVID-19.  Fact: Holding your breath for more than 10 seconds without discomfort does not prove whether you are infected or not.   #coronavirusindia #coronavirus #IndiaFightsCorona  #Mythbuster ,0
HOLDING YOUR BREATH   Some people say if you can hold your breath for more than 10 secs without discomfort it means there is no fibrosis in the lungs and also means there is no infection Fibrosis is not a symptom of Covid-19 and holding your breath is NOT a test for fibrosis,0
Daily test against coronavirus is holding your breath for 10 sec if you are able to do so without much stress or coughing you are good. The virus attacks the respiratory system so it's a good daily self-check. #Covid_19 #coronavirus #Covid_19_selfcheck,1
This is the most WV thing ever. Fighting coronavirus-19 with Jack Daniels and salt water. Weve all been there and you know it. Glad their outcome was a good one! ,1
 Dont forget to take warm water with salt gurgle or drink if meds wouldnt help. Just salt in boiled water. \  #coronavirus cure! -from a Filipina nurse,0
Nope.  Sunshine and salt air and sea water will kill Wuhan virus.  No P2P xmission at the beach. ,1
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus  it takes like two weeks for this virus to penetrate  ur whole body ,1
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus  it takes like two weeks for this virus to penetrate  ur whole body,1
Some are: Lemon - 9 Lime - 8 Avocado - 15 Garlic - 13 Mango - 8 Tangerine - 8 Pineapple - 12 Dandelion - 22 Orange - 9 How do you know you have coronavirus? 1. Itching in the throatDry throat Dry cough. quickly take warm water and drink,1
PSA: Eating garlic and drinking water can't protect you from getting coronavirus ,0
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus garlic  Do not keep this information for yourself passed on to all your friends God sees you,1
Boil ginger garlic paste in water at 60c Filter  and drink it.  One of the homemade medicine form #COVID19 #coronavirusinindia #coronaupdatesindia  #lockdown #aajtak #CoronavirusOutbreakindia #coronavirus # ,1
 Said That Hot Weather Or Cold Weather Can't Cure Covid-19 But Yet They Say One Can't Get It From Parcels Or Letters Where's The Evidence How Do They Know That. #ReneTrevor  ,1
Myth busters on coronavirus 2019. Advice by WHO  1 yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease (COVID-19) 2 a hot bath does not prevent the new coronavirus disease  ,0
\  The coronavirus CAN be transmitted in areas with hot and humid climates.  Check here for more information ,0
#COVID19 #FactsNotFear   \  The coronavirus CAN be transmitted in areas with hot and humid climates.   #CoronaVirusNigeria #COVID19 #CoronaVirusUpdate  Image source:  ,0
#coronavirus Garlic water can cure coronavirus ,1
Please let's fight coronavirus by washing your hand by using sanitizer. Taking warm  water hot tea garlic with this we will fight Covid19 #FightCOVID19,1
Myth B Taking a hot bath will NOT prevent you from contracting the new coronavirus disease,0
Great piece about Coronavirus hoax advice on Facebook.   No it doesn't spread on petrol pumps and you can't check for it by holding your breath for 10 seconds or stop it spreading by drinking hot drinks.   #coronavirus #disinformation   ,0
 Garlic water can cure coronavirus,0
Cold weather and snow CANNOT kill the new coronavirus. ,0
 Ask people to gargle several times a day with salt water as salt helps to kill germs and may help to stem the spread of the coronavirus. Now might be a good time to enjoy some salty popcorn as that would help to kill germs in the throat,1
You may have heard that taking a hot bath can kill the coronavirus but as far as we suggest now social distancing and hand washing is the best way to avoid corona.  #OVUMhospitals #OVUMbangalore #OVUM #tipstoavoidcorona #COVID19 #Stayathome #myths #facts #tips #corona ,0
Here are 5 health benefits of taking hot showers that will make you happy  #shower #bath #wellness #joy #lifestyle #inthetimesofcoronavirus #coronavirus,0
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus ,0
 Salt water will kill the coronavirus virus,1
The coronavirus CAN be transmitted in areas with hot and humid climates. #CoronaUpdatesInIndia #coronavirusindia #India,1
Thread.  #Myth (Cold weather and snow CANNOT kill the new  #Fact  There is no reason to believe that cold weather can kill the new coronavirus or other diseases. #COVID2019 #ReturnToAllah #ChinaHardTimePartner 1/3 ,0
I wonder if the coronavirus quarantine has anything to do with all this cold weather  Global warming reversal perhaps? ,0
The new coronavirus can be transmitted in areas with hot and humid climates. Facts about COVID-19 from the World Health Organization. #KnowTheFacts #AvoidTheHype  #globalhealth #COVID19 #healthcare #health #2019nCoV #coronavirus ,1
#Covid_19 FACTS: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.   ,0
 coronavirus leaving chioma a body after she drinks garlic pool water ,1
PSA: Eating garlic and drinking water can't protect you from getting coronavirus ,0
errr  #fact : There is no reason to believe that cold weather can kill the new coronavirus or other diseases. #coronavirus #moronavirus,0
#lie : Taking a hot bath does not prevent the new coronavirus disease. #coronavirus ,0
#coronavirus Garlic water can cure coronavirus ,1
Taking a hot bath does not prevent the new coronavirus disease. Facts about COVID-19 from the World Health Organization. #KnowTheFacts #AvoidTheHype  #globalhealth #COVID19 #healthcare #health #2019nCoV #coronavirus ,0
my uncle told me to hold my breath for 10 seconds so the coronavirus will die inside my body??? no shit it'll die with me because of asphyxiation ,0
"Do you know? Taking a hot bath DOES NOT prevent thr new coronavirus disease. Visit our page for more information and latest updates about COVID19 "" #ImmunifyMe #COVID19 #MythBusting #KnowTheFacts #StayHome #StaySafe #StayConnected  #DoYouKnow ",0
Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease (COVID-19) or any other lung disease,0
'member when holding your breath for 10 seconds or more meant you didn't have it?  Those were simpler ,0
TRUE OR FALSE you tell us “Being able to hold your breath for 10 seconds or more without coughing of feeling discomfort means you are free from the coronavirus or any lung disease”. Complete our live surveys now!  ,1
Taking a hot bath does not prevent the new coronavirus disease. Your normal body temperature remains the same regardless of the temperature of your bath or shower. Actually taking a hot bath will extremely hot water can be harmful as it can burn you.  #MythBusters  #Covid19 ,0
Will #COVID19 die out when it's hot and humid? Can the coronavirus be transmitted via mosquito bites?We're debunking COVID-19 myths  Our latest infographic:  ,0
How to know whether you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three signs call NCDC some say you can take hot water and alot of garlic. Note it takes like two weeks for this virus to penetrate the whole body,1
 Salt water kills the coronavirus dontcha know,1
&gt;&gt; Taking a hot bath does not prevent the new coronavirus disease:   Hearing and reading all sorts about #CoronaVirus &amp; #COVID19 but not sure what to believe? The  are setting the story straight with their 'myth buster' series.  #2019nCoV ,0
A lot of myths are shared by people on the internet such as garlic water bat soup remedy hot water bath weird self-test etc. You will find a lot of myths and false messages related to coronavirus infection.   #COVID19 #coronavirus #coronavirusoutbreak,0
The new coronavirus can be transmitted in areas with hot and humid climates ,0
Coronavirus disease (COVID-19) advice for the public: Myth busters  Taking a hot bath does not prevent the new coronavirus disease Source :  #who #mythbuster #localhulchul #knowledgehulchul #spreadawareness #stayprotected #coronavirus-19 ,0
Cold weather and snow CANNOT kill the new  virus can be transmitted in areas with hot and humid climates. ,0
The New Corona Virus can be transmitted in areas with hot and Humid Climates    #coronavirusindia #Coronaindia #Covid19India #CoronaPrevention #CoronaPandemic #COVID19  #prevention_from_coronavirus   #CautionYesPanicNo  #StayHomeStaySafe   #StayHomeIndia #StayHome ,0
It's #factfriday! It's time to talk about some COVID-19 facts  The new coronavirus CANNOT be transmitted through mosquito bites. Check out World Health Organization for more mythbusters and facts! #COVID19 #coronavirus #staysafe ,0
disease (COVID-19) or any other lung disease. 5. Drinking alcohol does not protect you against COVID-19 and can be dangerous 6. COVID-19 virus can be transmitted in areas with hot and humid climates 7. Cold weather and snow CANNOT kill the new coronavirus.,0
 Neither drinking a lot of water nor gargling with warm water and salt or vinegar has been identified as working against the coronavirus. ,0
to becoming severely ill with the virus.   \  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites.   There is NO evidence that companion,0
       First of all can I give a little #FoodForThought: 1. if #COVID19 is managed so we'll in the heat WHY R the hottest countries being hit so hard?2. Why did #coronavirus really start spreading in parts of USA that started WARMING UP coming out of the COLD WINTER WEATHER?#scientists,0
 COVID-19 virus can be transmitted in areas with hot and humid climates. From the evidence so far the COVID-19 virus can be transmitted in ALL AREAS including areas with hot and humid weather. #coronavirus ,0
How do you know if you have coronavirus?  Early symptoms:  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any or all of these three things quickly take hot water and possibly with garlic ginger and lime,1
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough. So if you notice any of these three things quickly take hot water and drink plus  it takes like two weeks for this virus to penetrate  ur whole ,1
I just got a message on WhatsApp saying coronavirus can be cured from taking garlic mixed with hot  What is wrong with people,0
How do you know if you have coronavirus? 1: itching in the throat. 2: dry throat. 3: dry cough So if you notice any of these three things quickly take hot water and drink plus  it takes like two weeks for this Virus to penetrate ur whole body,1
Some Myths on #COVID19  - #COVID19 virus cannot be transmitted in areas with hot and humid climates  LIE -Spraying alcohol or chlorine all over your body kills the virus  LIE  -#coronavirus affects older people and not younger people - LIE  Read more -,1
Here are some FACTS: COVID-19 virus can be transmitted in areas with hot and humid climates Cold weather and snow CANNOT kill the new coronavirus. Taking a hot bath does not prevent the new coronavirus disease The new coronavirus CANNOT be transmitted through mosquito bites. ,1
Based on evidence so far #COVID19 can spread in areas with hot and humid climates. Learn more:  #COVID19GA #coronavirus #dph #PublicHealth #SocialDistancing #stayhome #washyourhands ,0
    one small boy drawn on coronavirus saying that we can kill corona through salt water or Oceans by spinning water in all effected  think once ,1
The  says taking a hot bath will not prevent #COVID19. Protect yourself by cleaning hands and avoid touching eyes mouth and nose. #FlattenTheCurveGA #FlattenTheCurve #PublicHealth    For coronavirus info:  ,0
  And I wouldn't hold my breath for a vaccine. If coronavirus vaccines were possible we'd have at least one by now I'd think. Only hope in my mind is a good treatment.,0
 Oh how  no one's ever called a fat girl fat before!   A better clapback would've been a true peer reviewed scientific or mathematical study proving your theory on Covid-19. I won't be holding my breath on you finding one. Until then I stand by calling you stupid 100%,0
Hey  #lie : Taking a hot bath does not prevent the new coronavirus disease. #coronavirus #moronavirus,0
 Greg  Ask people to gargle with salt water a couple of times a day as salt helps kill germs and may help to stem the spread of ,1
PSA: Eating garlic and drinking water can't protect you from getting coronavirus ,0
Many in the East are taking these measures religiously to prevent #coronavirus:  1) Take one shot of hot drink (kaikai) daily 2) Wash your hands with Sanitizer (soap is not effective) 3) Bath with very hot water daily  Misinformation everywhere.   Pls follow  guidelines,0
I am starting to get worried that coronavirus-19 will be running rampant when the weather gets cold again and that it wont be safe for me to go visit my family for the holidays. Thats the only time I think Ill be able to see them in the foreseeable future already anyway,1
Taking a hot bath does not prevent the new coronavirus disease ?  Check Myths About Coronavirus Answered By WHO  #coronavirusmyths #coronavirus #coronavirusindia #aboutcoronavirus #metrozone #metrozonegroup ,0
#Coronavirus disease (#COVID19) advice for the public: #M a hot bath does not prevent the new #coronavirusdisease! Taking a hot bath will not prevent you from ,0
Social media giants urged to step up fight against #coronavirus fake news. Holding your breath for ten seconds is not a test for coronavirus and gargling water for 15 seconds is not a cure - this is the kind of false advice claiming to be medical experts. ,0
The new coronavirus CANNOT be transmitted through mosquito bites. To date there has been no information nor evidence to suggest that the new coronavirus could be transmitted by mosquitoes.     #__ ,0
Myth BOOSTER. Please share. . Taking a hot bath does not prevent the new coronavirus disease. . #MakeChinaPay #COVID19Pakistan #coronavirusindia #WhoCanSave_The_World #Covid19Out  #21daysLockdown  #21daylockdown #21DaysChallenge  #DiscoRaja ,0
Mythbuster: COVID-19 virus can be transmitted in areas with hot and humid climates From the evidence so far the COVID-19 virus can be transmitted in ALL AREAS including areas with hot and humid weather. Regardless of climate adopt protective measures   #coronavirus #virus #WHO ,0
IMPORTANT FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.     #COVID19 #TakeResponsibility,0
So they say there is a simple test that you can try by yourself - Try holding your breath for some x seconds/minutes. Do you know what these kind of tests give us? Anxiety!!!! And you know what anxiety gives us?? #anxiety #21daysLockdown #COVID2019 #coronavirus,0
"""Take a hot bath. It will prevent you from catching the novel   Your normal body temperature is 36 to 37 degrees Celsius. The temperature of your bath water is not going to rid you of the virus that is meant to act inside your lungs. #CoronaVirusUpdate  Continued.",1
 Havent seen Amahd around lately  cold/wet weather or coronavirus you ,0
#COVID_19 Facts: Taking a hot bath does not prevent the new coronavirus disease.  #TDEFacts #TravelDotEarth #TTOT #DidYouKnow #DidYouKnowThat #Facts #Health #Virus #Coronavirus #NovelCoronavirus #WHO #StaySafe #Lockdown #IndiaFightsCorona #StayHome ,0
 It's false  Fibrosis is not a coronavirus  Stop holding your breath,0
 If you hold your breath for the entire time between sips the coronavirus CANNOT get into your mouth or nose.,0
"    ""The coronavirus can be transmitted in areas with hot and humid climates"". That's all WHO wrote! Read it again. Comprehend. ",0
\  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates   The coronavirus CANNOT be transmitted through mosquito bites,1
Taking a hot bath does not prevent the new coronavirus disease  Taking a hot bath will not prevent you from catching COVID-19.  #Covid19 #mythbusters  ,0
#coronavirus question: Why in the evening news still a half hour? There's no sports to cover we can't go out so who cares about weather and only one news story. They cold be done in 2 minutes.,0
The  says taking a hot bath will not prevent #COVID19. Protect yourself by cleaning hands and avoid touching eyes mouth and nose. #FlattenTheCurveGA #FlattenTheCurve #PublicHealth    For coronavirus info:  ,0
I just read the most incredible pieces of bs on coronavirus.   Some people believed somehow that gargling salt water drinking hot water or eating garlic kills coronavirus.   Seriously people.   We're smarter than this.,0
Myth - If you can hold your breath for more than 10 seconds without discomfort you are not infected by coronavirus. #CoronaVirusUpdates #Facts  #Mythsfacts #Didyouknow #doyouknow #worldnews #StayAtHome #SafeHands #IndiaFightsCoronavirus #COVID19 #CoronavirusPandemic ,0
 But Sagarika ghose says: The Modi govt has declared war on the poor to fight #coronavirusinindia  pushed India into deep recession thru #Lockdown21. But is the govt trying to kill a mosquito with a machine gun?. Action please for fear mongering,0
A home-spa day can be really pleasant but taking a hot bath will not protect you from the new #coronavirus.  Don't spread rumors.  The fight against #COVID19 is also a fight against disinformation.  #ShareInformation #ShareKnowledge #CoronavirusLockdown ,0
#coronamythbusters The coronavirus CAN be transmitted in areas with hot and humid climates,1
Have a hang nail? Mosquito bite? Broken toe? Everything is a symptom of coronavirus. ,0
Somebody on WhatsApp is spreading news that garlic and hot water stops ,0
3. Taking a hot bath does not prevent the new coronavirus disease. ,0
Was that hold your breath for 10 seconds coronavirus test shared by Aquarians only or I am projecting ?,0
How do u know if u have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if u notice any of these 3 quickly take hot water plus  it takes like 2 weeks 4 dis virus 2 penetrate ur whole bodybut dis initial remedy of garlic nd hot water kills it ,1
if you get coronavirus just hold your breath until it goes away,1
Myth buster: Per the World Health Organization the new coronavirus CANNOT be transmitted through mosquito bites. Share facts. #OCCOVID19 ,0
Taking a hot bath will not prevent you from catching COVID-19. #nicasia #coronavirus #myth #besafe ,0
Theres a lot of misinformation out there about #COVID19.    Did you know that COVID-19 can be transmitted everywhere regardless of climate? Contrary to popular myths the transmission of the new coronavirus does not stop in hot and humid climates.   ,0
WHO Myth busters: Taking a hot bath does not prevent the new coronavirus disease ,0
3. You can recover from the coronavirus disease (COVID-19). Catching the new coronavirus DOES NOT mean you will have it for  Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus,0
How do you know if you have coronavirus? Early symptoms: 1: itching in the throat. 2: dry throat. 3: dry cough. So if you notice any or all of these three things quickly take hot water and possibly with garlic ginger and lime. Note that  it takes like two weeks for this virus,1
\  Cold weather and snow CANNOT kill the coronavirus.  \  The coronavirus CAN be transmitted in areas with hot and humid climates,0
Taking a hot bath does not prevent the new coronavirus disease Taking a hot bath will not prevent you from catching COVID-19. Your normal body temperature remains around 36 to 37C regardless of the temperature of your bath or shower,0
Don't hold your breath waiting for a safe vaccine for the # may never happen.   #coronavirus #vaccine #vaccineenhancement #opencolorado #stopcyberbullying #stopfearmongering ,0
Symptoms of coronavirus?  1: itching in the throat. 2: dry throat. 3: dry  notices any of these quickly take hot water with garlic. It takes two weeks for the virus to reach the whole  initial remedy kills it. #Covid19Out #COVID19 #CovidNigeria #ThankGod,1
Good Saturday my friends! I hope this day finds you healthy and happy. I am under the weather with a head cold but still loving this weather.  Stay safe and at home!  #inthedaysofcoronavirus #saturdaying ,0
Plain truth: With this wet &amp; cold weather we're in for a rough path with this coronavirus-19. A disease flu like symptoms in couple days the whole SA might end up being declared infected with the virus. Father God we need your  ,1
#COVID19 #MythVsFacts   Taking a hot bath DOES NOT prevent the coronavirus  #CoronaVirusNigeria #COVID19 #CoronaVirusUpdate  Image source:  ,0
 check if u have the coronavirus by holding your breath for 10 seconds and to spray off surfaces with a mixture of chlorine water and vinegar two times every day,1
Here are some FACTS: COVID-19 virus can be transmitted in areas with hot and humid climates Cold weather and snow CANNOT kill the new coronavirus. Taking a hot bath does not prevent the new coronavirus disease The new coronavirus CANNOT be transmitted through mosquito bites. ,0
" list of ""myth-busters"" says ""the COVID-19 virus can be transmitted in ALL AREAS including areas with hot &amp; humid  It also says ""There is no reason to believe that cold weather can kill the new coronavirus or other  ",0
 Is the breathing test Geraldo's notion that if you can hold your breath for ten seconds you don't have the coronavirus? Because that's hilarious.,0
gargle salt water to stop coronavirus  virus cant exist in salt,1
  In order to develop the ability to infect a mosquito this virus would have to change so much as to be a completely different type of virus; and since other coronaviruses have never been able to do that there's no reason to think this one will.,0
     Sadly we already know that it won't.  Unlike the flu or cold which spikes in colder weather because we're huddled inside together for warmth Covid-19 is highly contagious in open large areas just as much as it is in close quarters.,0
coronavirus: *killing people* bbc: eat garlic and drink water!,1
Can taking a hot bath prevent #coronavirus? NO. #WHO_Facts  #COVID19 ,0
FALSE: Holding your breath is not a proven self-check test for COVID-19 by   #coronavirusinKenya #coronaInkenya #FactCheck,0
Q: Does taking a hot bath prevent #coronavirus?  A: No. Taking a hot bath will not prevent you from catching coronavirus. ,0
  Maybe think of it like cold/flu  youre going into fall like  like in USA thats when cases of flu and cold start to  maybe same with coronavirus. Time will tell,1
 The sun kills the  that and the salt water,1
Holding breath for 10 seconds without coughing will not guarantee you that you are not having corona . Already many corona patients hold their breath more than 12 seconds to price this wrong. Stop discussing with WhatsApp doctor in your studio. #coronavirusindia #21daylockdown,0
